🕘️更新时间,#genre#
CCTV-15,http://183.94.1.118:8801/tsfile/live/0015_1.m3u8
CCTV-15,http://121.33.239.242:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://219.135.180.210:18888/hls/15/index.m3u8
CCTV-15,http://113.220.235.79:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8
CCTV-15,http://58.220.219.14:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://qqkkk.fun:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
音乐调频广播,http://120.55.49.231:3095/rtp/233.50.201.82:5140

🏛经典剧场,#genre#
笑傲江湖,https://lunbo.freetv.top/yy/1354930909
笑傲江湖,http://1.94.31.214:35455/huya/26355790
天龙八部,http://1.94.31.214:35455/huya/23903123
天龙八部,https://live.metshop.top/yy/1351814644
天龙八部,http://223.85.105.11/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8
鹿鼎记,https://lunbo.freetv.top/yy/1354658049
鹿鼎记,https://live.metshop.top/yy/28265277
仙剑奇侠传,https://lunbo.freetv.top/yy/1382749903
西游记,http://1.94.31.214:35455/huya/26355861
三国演义,https://lunbo.freetv.top/yy/1354930932
三国演义,http://1.94.31.214:35455/huya/11602081
三国演义,https://live.metshop.top/huya/11602081
新白娘子传奇,https://lunbo.freetv.top/yy/1354930969
新白娘子传奇,http://liushizupu.site:35455/yy/1354490667
新白娘子传奇,https://live.metshop.top/yy/1354490667
封神榜,https://lunbo.freetv.top/yy/1353426319
封神榜,http://1.94.31.214:35455/huya/29465849
封神榜,https://live.metshop.top/yy/1353426319
上海滩,https://live.metshop.top/yy/1382745184
射雕英雄传,https://lunbo.freetv.top/yy/1354210357
射雕英雄传,http://1.94.31.214:35455/huya/23824164
射雕英雄传,https://live.metshop.top/yy/40959929
